Education,Marital_Status,Income,Recency,NumWebVisitsMonth,Complain,Response,Age,Children,TotalSpending,NumOfTransactions,NumOfAcceptedCmp,CVR,AgeGroup,IncomeGroup,SpendingGroup,TransactionGroup
S1,Menikah,33471000.0,47,7,0,0,49,1,93000,10,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Menikah,34596000.0,48,8,0,1,48,1,23000,4,0,0.125,41-50,30M-40M,0-0.5M,0-10
S1,Bertunangan,44010000.0,46,9,0,0,42,1,662000,24,0,0.0,41-50,40M-50M,0.5M-1M,20-30
S1,Menikah,84219000.0,27,1,0,0,34,0,1198000,18,0,0.0,31-40,80M-90M,1M-1.5M,10-20
S3,Bertunangan,40706000.0,37,7,0,0,54,3,81000,11,0,0.0,51-60,40M-50M,0-0.5M,10-20
D3,Menikah,15716000.0,8,8,1,0,34,1,92000,10,0,0.0,31-40,10M-20M,0-0.5M,0-10
D3,Cerai,59052000.0,29,5,0,0,63,1,491000,18,0,0.0,61-70,50M-60M,0-0.5M,10-20
S2,Bertunangan,80573000.0,85,2,0,0,51,0,1564000,24,0,0.0,51-60,80M-90M,1.5M-2M,20-30
S1,Menikah,83715000.0,2,0,0,0,60,0,926000,24,0,0.0,51-60,80M-90M,0.5M-1M,20-30
S2,Bertunangan,82576000.0,66,1,0,0,63,0,1910000,19,1,0.0,61-70,80M-90M,1.5M-2M,10-20
S1,Menikah,35704000.0,54,4,0,0,70,2,94000,9,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Bertunangan,53103000.0,70,7,0,0,68,1,1085000,28,1,0.0,61-70,50M-60M,1M-1.5M,20-30
D3,Janda,46779000.0,55,4,0,0,62,2,23000,4,0,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Cerai,4861000.0,20,14,0,0,57,0,6000,0,0,0.0,51-60,0M-10M,0-0.5M,0-10
S2,Cerai,33462000.0,78,7,0,0,43,1,54000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,80763000.0,17,3,0,1,72,0,1415000,23,2,0.3333333333333333,71-80,80M-90M,1M-1.5M,20-30
S3,Menikah,65352000.0,43,4,0,0,48,1,405000,16,0,0.0,41-50,60M-70M,0-0.5M,10-20
S3,Menikah,82170000.0,13,2,0,0,44,0,1908000,19,0,0.0,41-50,80M-90M,1.5M-2M,10-20
S1,Menikah,75759000.0,46,5,0,1,53,0,2486000,26,3,0.2,51-60,70M-80M,2M-2.5M,20-30
D3,Lajang,79689000.0,65,2,0,0,46,0,1315000,27,0,0.0,41-50,70M-80M,1M-1.5M,20-30
S3,Janda,35340000.0,1,5,0,0,66,2,45000,7,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Cerai,85683000.0,6,1,0,1,68,0,1789000,17,4,1.0,61-70,80M-90M,1.5M-2M,10-20
D3,Menikah,24884000.0,32,7,0,0,50,1,19000,4,0,0.0,41-50,20M-30M,0-0.5M,0-10
S2,Bertunangan,42021000.0,34,9,0,0,41,1,573000,22,1,0.0,41-50,40M-50M,0.5M-1M,20-30
S1,Lajang,64449000.0,70,4,0,0,33,1,805000,24,0,0.0,31-40,60M-70M,0.5M-1M,20-30
S1,Cerai,64587000.0,49,3,0,0,68,2,108000,8,0,0.0,61-70,60M-70M,0-0.5M,0-10
S1,Bertunangan,75437000.0,25,6,0,0,44,0,1493000,23,1,0.0,41-50,70M-80M,1M-1.5M,20-30
S1,Menikah,52845000.0,7,6,0,0,49,1,936000,25,1,0.0,41-50,50M-60M,0.5M-1M,20-30
S1,Cerai,46086000.0,34,4,0,0,66,1,343000,16,0,0.0,61-70,40M-50M,0-0.5M,10-20
S3,Janda,78028000.0,38,7,0,1,66,1,528000,20,2,0.14285714285714285,61-70,70M-80M,0.5M-1M,10-20
S3,Lajang,95169000.0,1,1,0,1,35,0,1901000,12,2,1.0,31-40,90M-100M,1.5M-2M,10-20
D3,Menikah,56337000.0,25,8,0,1,41,2,724000,22,2,0.125,41-50,50M-60M,0.5M-1M,20-30
S1,Bertunangan,22434000.0,25,8,0,0,35,1,58000,7,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Menikah,36930000.0,50,8,0,0,68,1,297000,16,0,0.0,61-70,30M-40M,0-0.5M,10-20
S1,Lajang,36130000.0,46,4,0,1,68,1,488000,21,1,0.25,61-70,30M-40M,0-0.5M,20-30
S2,Menikah,65569000.0,96,3,0,0,69,1,859000,23,0,0.0,61-70,60M-70M,0.5M-1M,20-30
S1,Menikah,19514000.0,47,8,0,0,54,2,69000,10,1,0.0,51-60,10M-20M,0-0.5M,0-10
S3,Lajang,36736000.0,52,6,0,0,59,2,17000,4,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Bertunangan,77568000.0,30,5,0,0,43,1,2194000,21,3,0.0,41-50,70M-80M,2M-2.5M,20-30
S3,Bertunangan,49187000.0,63,2,0,0,46,1,116000,8,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Lajang,30168000.0,51,9,0,0,44,1,279000,18,0,0.0,41-50,30M-40M,0-0.5M,10-20
S2,Bertunangan,34053000.0,14,8,0,0,54,1,103000,7,0,0.0,51-60,30M-40M,0-0.5M,0-10
S2,Menikah,38196000.0,20,5,0,0,51,2,44000,9,0,0.0,51-60,30M-40M,0-0.5M,0-10
S2,Menikah,59412000.0,56,3,0,0,71,0,406000,15,0,0.0,71-80,50M-60M,0-0.5M,10-20
D3,Menikah,70924000.0,41,3,0,0,57,0,1363000,20,1,0.0,51-60,70M-80M,1M-1.5M,10-20
S1,Bertunangan,54165000.0,72,2,0,0,53,0,236000,11,0,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Menikah,32300000.0,1,8,0,0,49,1,39000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,20180000.0,27,7,0,0,46,0,137000,8,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Menikah,34961000.0,77,7,0,0,49,1,79000,10,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Bertunangan,28440000.0,87,8,0,0,48,1,63000,6,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Bertunangan,64504000.0,81,7,0,1,69,3,1314000,25,0,0.14285714285714285,61-70,60M-70M,1M-1.5M,20-30
S2,Bertunangan,33564000.0,51,5,0,0,56,1,71000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,17345000.0,79,8,0,0,44,1,58000,7,0,0.0,41-50,10M-20M,0-0.5M,0-10
S3,Menikah,56320000.0,11,4,0,0,55,1,702000,21,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S1,Lajang,28647000.0,54,7,0,1,44,1,94000,7,1,0.14285714285714285,41-50,20M-30M,0-0.5M,0-10
SMA,Lajang,15038000.0,93,9,0,0,35,1,80000,7,0,0.0,31-40,10M-20M,0-0.5M,0-10
S3,Cerai,32173000.0,0,4,0,0,64,1,22000,5,0,0.0,61-70,30M-40M,0-0.5M,0-10
D3,Bertunangan,68316000.0,54,6,0,0,58,1,1211000,32,0,0.0,51-60,60M-70M,1M-1.5M,30-40
S1,Bertunangan,74538000.0,21,3,0,1,51,0,1461000,22,1,0.3333333333333333,51-60,70M-80M,1M-1.5M,20-30
S1,Lajang,91700000.0,58,3,0,1,51,0,1968000,20,0,0.3333333333333333,51-60,90M-100M,1.5M-2M,10-20
S1,Bertunangan,68695000.0,3,2,0,0,53,0,1091000,16,0,0.0,51-60,60M-70M,1M-1.5M,10-20
D3,Menikah,31056000.0,99,8,0,0,45,1,55000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,28071000.0,65,8,0,0,42,0,313000,13,0,0.0,41-50,20M-30M,0-0.5M,10-20
S3,Bertunangan,37334000.0,44,4,0,0,64,2,62000,11,0,0.0,61-70,30M-40M,0-0.5M,10-20
S2,Lajang,46423000.0,6,7,0,0,50,2,92000,9,0,0.0,41-50,40M-50M,0-0.5M,0-10
S3,Menikah,37126000.0,9,6,0,1,51,1,72000,6,1,0.16666666666666666,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,47703000.0,95,5,0,0,69,1,655000,21,0,0.0,61-70,40M-50M,0.5M-1M,20-30
S1,Menikah,61180000.0,70,3,0,0,63,1,704000,18,1,0.0,61-70,60M-70M,0.5M-1M,10-20
S1,Menikah,38998000.0,92,8,1,0,68,2,54000,8,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Lajang,8028000.0,62,19,0,0,31,0,178000,16,0,0.0,31-40,0M-10M,0-0.5M,10-20
S1,Bertunangan,76081000.0,85,2,0,0,60,0,1033000,14,1,0.0,51-60,70M-80M,1M-1.5M,10-20
S1,Bertunangan,34728000.0,2,6,0,1,36,1,36000,5,0,0.16666666666666666,31-40,30M-40M,0-0.5M,0-10
S2,Lajang,33168000.0,0,7,0,0,57,1,122000,10,0,0.0,51-60,30M-40M,0-0.5M,0-10
S2,Menikah,33585000.0,91,4,0,0,56,1,122000,7,0,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Menikah,77037000.0,3,3,0,0,62,1,1123000,27,0,0.0,61-70,70M-80M,1M-1.5M,20-30
S1,Bertunangan,35196000.0,68,8,0,1,38,1,497000,18,0,0.125,31-40,30M-40M,0-0.5M,10-20
S1,Menikah,44529000.0,98,5,0,0,56,1,691000,25,1,0.0,51-60,40M-50M,0.5M-1M,20-30
S3,Bertunangan,28764000.0,16,8,0,0,56,2,12000,4,1,0.0,51-60,20M-30M,0-0.5M,0-10
S3,Menikah,69098000.0,82,5,0,0,73,0,2440000,25,0,0.0,71-80,60M-70M,2M-2.5M,20-30
D3,Cerai,25959000.0,1,6,0,1,52,2,56000,7,0,0.16666666666666666,51-60,20M-30M,0-0.5M,0-10
S2,Menikah,27100000.0,64,7,0,0,39,1,37000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Lajang,70596000.0,68,2,0,0,37,0,968000,21,0,0.0,31-40,70M-80M,0.5M-1M,20-30
S1,Menikah,42557000.0,98,8,0,0,48,1,270000,15,0,0.0,41-50,40M-50M,0-0.5M,10-20
S3,Menikah,53312000.0,32,7,0,0,71,0,278000,12,0,0.0,71-80,50M-60M,0-0.5M,10-20
S1,Lajang,72228000.0,87,3,0,0,70,0,1250000,22,0,0.0,61-70,70M-80M,1M-1.5M,20-30
S1,Bertunangan,67605000.0,84,1,0,0,35,0,938000,17,0,0.0,31-40,60M-70M,0.5M-1M,10-20
S2,Menikah,62845000.0,3,8,0,0,73,2,1178000,28,1,0.0,71-80,60M-70M,1M-1.5M,20-30
S1,Bertunangan,65196000.0,34,5,0,0,64,2,1155000,26,1,0.0,61-70,60M-70M,1M-1.5M,20-30
S3,Lajang,42000000.0,23,5,0,1,35,0,653000,20,0,0.2,31-40,40M-50M,0.5M-1M,10-20
S3,Cerai,35860000.0,37,5,0,0,49,2,49000,6,1,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Menikah,65526000.0,22,2,0,0,58,1,506000,17,0,0.0,51-60,60M-70M,0.5M-1M,10-20
S1,Menikah,16860000.0,19,7,0,0,61,2,38000,8,0,0.0,61-70,10M-20M,0-0.5M,0-10
S1,Lajang,83528000.0,7,1,0,1,30,0,1650000,23,2,1.0,20-30,80M-90M,1.5M-2M,20-30
D3,Cerai,64176000.0,52,6,0,0,57,1,1826000,33,0,0.0,51-60,60M-70M,1.5M-2M,30-40
S1,Cerai,22304000.0,91,8,0,0,66,0,18000,4,0,0.0,61-70,20M-30M,0-0.5M,0-10
S1,Menikah,67023000.0,93,2,1,0,44,0,906000,24,0,0.0,41-50,60M-70M,0.5M-1M,20-30
S1,Bertunangan,70713000.0,23,3,0,0,56,1,1477000,25,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S1,Bertunangan,59925000.0,83,6,0,0,67,1,766000,23,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S1,Menikah,39722000.0,92,5,0,0,69,1,47000,7,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Bertunangan,46610000.0,4,6,0,0,64,0,467000,14,0,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Bertunangan,88347000.0,32,1,0,0,61,0,2116000,21,1,0.0,61-70,80M-90M,2M-2.5M,20-30
S3,Menikah,87171000.0,27,2,0,0,41,0,1298000,25,2,0.0,41-50,80M-90M,1M-1.5M,20-30
D3,Bertunangan,26907000.0,10,7,0,0,46,2,22000,6,0,0.0,41-50,20M-30M,0-0.5M,0-10
S2,Lajang,50014000.0,9,5,0,0,54,1,396000,15,0,0.0,51-60,50M-60M,0-0.5M,10-20
S3,Menikah,41014000.0,65,7,0,0,44,1,20000,4,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Lajang,66294000.0,68,2,0,0,57,0,967000,13,0,0.0,51-60,60M-70M,0.5M-1M,10-20
S1,Menikah,36715000.0,16,9,0,1,51,1,357000,19,0,0.1111111111111111,51-60,30M-40M,0-0.5M,10-20
S1,Menikah,79456000.0,12,3,0,1,66,0,1401000,16,0,0.3333333333333333,61-70,70M-80M,1M-1.5M,10-20
S1,Bertunangan,40479000.0,95,4,0,0,40,1,15000,4,0,0.0,31-40,40M-50M,0-0.5M,0-10
S2,Lajang,75345000.0,16,3,0,1,52,0,2087000,20,1,0.3333333333333333,51-60,70M-80M,2M-2.5M,10-20
S1,Menikah,54233000.0,46,8,0,0,45,1,981000,26,0,0.0,41-50,50M-60M,0.5M-1M,20-30
S1,Lajang,24163000.0,3,4,0,0,52,2,17000,6,0,0.0,51-60,20M-30M,0-0.5M,0-10
S3,Bertunangan,84460000.0,80,5,0,1,64,0,523000,22,4,0.2,61-70,80M-90M,0.5M-1M,20-30
S1,Bertunangan,43776000.0,77,6,0,0,39,1,23000,4,0,0.0,31-40,40M-50M,0-0.5M,0-10
S3,Lajang,71691000.0,0,2,0,1,64,0,1192000,17,0,0.5,61-70,70M-80M,1M-1.5M,10-20
S3,Menikah,85844000.0,62,2,0,0,49,0,1958000,20,1,0.0,41-50,80M-90M,1.5M-2M,10-20
S3,Lajang,39190000.0,91,5,0,0,48,1,133000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Lajang,38578000.0,2,8,0,0,50,2,73000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Menikah,57236000.0,22,3,0,0,57,2,121000,10,0,0.0,51-60,50M-60M,0-0.5M,0-10
S1,Lajang,61825000.0,56,4,0,0,43,1,424000,15,0,0.0,41-50,60M-70M,0-0.5M,10-20
S1,Cerai,79803000.0,54,1,0,0,64,1,868000,13,0,0.0,61-70,70M-80M,0.5M-1M,10-20
D3,Lajang,80910000.0,71,1,0,0,36,0,756000,15,0,0.0,31-40,80M-90M,0.5M-1M,10-20
S2,Bertunangan,27590000.0,38,7,0,0,40,1,12000,4,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Menikah,56775000.0,62,5,0,0,43,1,937000,25,0,0.0,41-50,50M-60M,0.5M-1M,20-30
S1,Cerai,83829000.0,78,1,0,1,47,0,1862000,17,3,1.0,41-50,80M-90M,1.5M-2M,10-20
D3,Menikah,54210000.0,18,5,0,0,43,1,367000,14,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Menikah,38508000.0,95,8,0,0,36,1,443000,20,0,0.0,31-40,30M-40M,0-0.5M,10-20
S1,Bertunangan,53187000.0,66,5,0,0,52,1,267000,13,0,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Menikah,30023000.0,28,8,0,0,50,1,61000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Lajang,76045000.0,78,2,0,0,62,0,1323000,21,1,0.0,61-70,70M-80M,1M-1.5M,20-30
S3,Menikah,50870000.0,13,5,0,0,70,1,63000,6,0,0.0,61-70,50M-60M,0-0.5M,0-10
D3,Menikah,65463000.0,17,5,0,0,48,1,562000,19,1,0.0,41-50,60M-70M,0.5M-1M,10-20
S1,Menikah,66480000.0,71,4,0,0,57,2,312000,19,0,0.0,51-60,60M-70M,0-0.5M,10-20
S1,Cerai,76773000.0,79,1,0,0,68,0,1156000,16,0,0.0,61-70,70M-80M,1M-1.5M,10-20
D3,Lajang,81698000.0,1,5,0,1,39,0,1104000,16,1,0.2,31-40,80M-90M,1M-1.5M,10-20
S3,Lajang,54466000.0,78,5,0,0,49,2,16000,4,0,0.0,41-50,50M-60M,0-0.5M,0-10
S3,Lajang,16269000.0,75,8,0,0,38,1,44000,9,0,0.0,31-40,10M-20M,0-0.5M,0-10
S1,Bertunangan,71819000.0,70,6,0,0,51,1,1574000,14,2,0.0,51-60,70M-80M,1.5M-2M,10-20
S3,Menikah,33569000.0,10,8,0,1,39,1,63000,5,1,0.125,31-40,30M-40M,0-0.5M,0-10
S2,Menikah,36262000.0,24,6,0,1,39,0,426000,12,1,0.16666666666666666,31-40,30M-40M,0-0.5M,10-20
SMA,Bertunangan,22634000.0,47,8,0,0,56,0,96000,6,0,0.0,51-60,20M-30M,0-0.5M,0-10
D3,Menikah,47025000.0,98,9,0,0,44,1,635000,23,0,0.0,41-50,40M-50M,0.5M-1M,20-30
S1,Lajang,70566000.0,4,3,0,0,54,1,757000,22,0,0.0,51-60,70M-80M,0.5M-1M,20-30
S3,Menikah,31605000.0,15,7,0,0,43,1,125000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S2,Cerai,52034000.0,67,7,0,0,49,2,332000,16,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Lajang,48526000.0,32,3,0,0,43,1,135000,8,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Menikah,46734000.0,40,7,0,0,68,1,330000,14,0,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Cerai,39552000.0,54,8,0,1,60,2,384000,20,0,0.125,51-60,30M-40M,0-0.5M,10-20
S1,Lajang,86358000.0,78,8,0,0,56,2,1722000,18,0,0.0,51-60,80M-90M,1.5M-2M,10-20
S1,Bertunangan,46931000.0,94,3,0,0,45,3,78000,7,0,0.0,41-50,40M-50M,0-0.5M,0-10
SMA,Lajang,16581000.0,51,4,0,0,37,0,24000,4,0,0.0,31-40,10M-20M,0-0.5M,0-10
D3,Cerai,63998000.0,42,4,0,1,70,0,1168000,25,0,0.25,61-70,60M-70M,1M-1.5M,20-30
S2,Menikah,67381000.0,67,7,0,0,71,1,957000,17,1,0.0,71-80,60M-70M,0.5M-1M,10-20
S1,Lajang,25930000.0,87,7,0,0,55,2,15000,4,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Menikah,42693000.0,29,5,0,0,44,1,57000,5,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Bertunangan,85606000.0,89,3,0,0,46,1,1956000,24,1,0.0,41-50,80M-90M,1.5M-2M,20-30
S1,Lajang,72903000.0,74,4,0,1,37,0,2013000,21,3,0.25,31-40,70M-80M,2M-2.5M,20-30
D3,Bertunangan,49669000.0,97,6,0,0,48,1,326000,14,0,0.0,41-50,40M-50M,0-0.5M,10-20
S3,Menikah,36778000.0,63,9,0,0,54,2,77000,9,0,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Cerai,85696000.0,88,1,0,1,60,0,1313000,20,0,1.0,51-60,80M-90M,1M-1.5M,10-20
S1,Menikah,49678000.0,81,7,0,0,61,1,315000,14,0,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Menikah,37155000.0,51,5,0,0,33,1,74000,7,0,0.0,31-40,30M-40M,0-0.5M,0-10
D3,Cerai,21282000.0,76,6,0,0,44,1,46000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Lajang,33419000.0,76,7,0,0,60,1,86000,8,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Janda,63285000.0,84,3,0,0,77,0,1103000,25,0,0.0,71-80,60M-70M,1M-1.5M,20-30
S2,Bertunangan,21255000.0,56,4,0,0,48,1,61000,11,0,0.0,41-50,20M-30M,0-0.5M,10-20
S1,Bertunangan,42162000.0,31,6,0,1,41,1,145000,9,1,0.16666666666666666,41-50,40M-50M,0-0.5M,0-10
S1,Bertunangan,54450000.0,0,8,0,0,66,2,684000,31,0,0.0,61-70,50M-60M,0.5M-1M,30-40
S3,Menikah,57744000.0,91,8,0,0,68,1,411000,16,0,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Lajang,26576000.0,40,9,0,1,36,1,27000,4,1,0.1111111111111111,31-40,20M-30M,0-0.5M,0-10
S3,Janda,57513000.0,59,6,0,0,79,0,1060000,27,0,0.0,71-80,50M-60M,1M-1.5M,20-30
S1,Bertunangan,68142000.0,96,6,0,0,58,1,1459000,24,0,0.0,51-60,60M-70M,1M-1.5M,20-30
S1,Menikah,7500000.0,61,8,0,0,43,1,18000,4,0,0.0,41-50,0M-10M,0-0.5M,0-10
S1,Bertunangan,83145000.0,14,2,0,1,48,0,1833000,26,1,0.5,41-50,80M-90M,1.5M-2M,20-30
S2,Menikah,54197000.0,16,1,0,0,62,1,237000,12,0,0.0,61-70,50M-60M,0-0.5M,10-20
S3,Lajang,23091000.0,98,7,0,0,59,2,48000,10,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Menikah,46049000.0,11,7,0,1,46,2,515000,26,0,0.14285714285714285,41-50,40M-50M,0.5M-1M,20-30
S1,Bertunangan,56715000.0,52,4,0,0,48,0,1020000,15,0,0.0,41-50,50M-60M,1M-1.5M,10-20
S1,Menikah,79410000.0,19,1,0,0,61,0,1370000,11,0,0.0,61-70,70M-80M,1M-1.5M,10-20
S1,Menikah,57304000.0,61,5,0,0,71,1,1026000,25,0,0.0,71-80,50M-60M,1M-1.5M,20-30
S1,Menikah,44375000.0,73,5,0,0,57,1,301000,12,0,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Menikah,59594000.0,74,7,0,0,57,1,499000,17,1,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Bertunangan,80685000.0,55,2,0,0,28,0,1004000,21,0,0.0,20-30,80M-90M,1M-1.5M,20-30
S3,Menikah,40344000.0,48,7,0,0,48,1,218000,12,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Menikah,62710000.0,53,4,0,0,50,1,606000,22,0,0.0,41-50,60M-70M,0.5M-1M,20-30
D3,Menikah,48985000.0,13,3,0,0,54,1,75000,6,0,0.0,51-60,40M-50M,0-0.5M,0-10
S1,Bertunangan,35322000.0,34,8,0,0,54,3,106000,9,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,77142000.0,54,2,0,0,74,0,990000,17,0,0.0,71-80,70M-80M,0.5M-1M,10-20
S1,Lajang,81657000.0,69,1,0,0,53,0,1097000,16,0,0.0,51-60,80M-90M,1M-1.5M,10-20
SMA,Menikah,14421000.0,81,5,0,0,26,0,16000,4,1,0.0,20-30,10M-20M,0-0.5M,0-10
S3,Menikah,74214000.0,3,5,0,0,32,0,1711000,16,0,0.0,31-40,70M-80M,1.5M-2M,10-20
S2,Menikah,66726000.0,61,7,0,0,65,2,438000,17,1,0.0,61-70,60M-70M,0-0.5M,10-20
SMA,Bertunangan,23724000.0,65,8,0,0,43,1,75000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S2,Menikah,47353000.0,93,5,0,0,62,1,225000,13,0,0.0,61-70,40M-50M,0-0.5M,10-20
S2,Menikah,33444000.0,24,8,0,0,70,2,18000,4,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Menikah,54386000.0,8,3,0,0,41,1,470000,17,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Cerai,28510000.0,72,5,0,0,41,2,91000,9,0,0.0,41-50,20M-30M,0-0.5M,0-10
S2,Lajang,90638000.0,29,1,0,0,31,0,2525000,18,1,0.0,31-40,90M-100M,>2.5M,10-20
S1,Bertunangan,48070000.0,33,7,1,0,72,1,504000,19,0,0.0,71-80,40M-50M,0.5M-1M,10-20
S1,Menikah,43140000.0,68,6,0,0,65,1,235000,11,0,0.0,61-70,40M-50M,0-0.5M,10-20
S3,Cerai,54959000.0,55,7,0,1,61,1,1232000,21,1,0.14285714285714285,61-70,50M-60M,1M-1.5M,20-30
SMA,Lajang,15056000.0,76,5,0,0,64,2,88000,12,0,0.0,61-70,10M-20M,0-0.5M,10-20
S1,Lajang,26954000.0,17,7,0,0,51,1,17000,4,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Lajang,22327000.0,94,5,0,0,37,1,24000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Menikah,44393000.0,86,4,0,0,57,2,60000,7,0,0.0,51-60,40M-50M,0-0.5M,0-10
S3,Lajang,62000000.0,25,4,0,0,70,1,1020000,26,1,0.0,61-70,60M-70M,1M-1.5M,20-30
S3,Bertunangan,31497000.0,22,8,0,0,60,1,155000,10,0,0.0,51-60,30M-40M,0-0.5M,0-10
D3,Menikah,45894000.0,15,5,0,0,48,2,51000,5,0,0.0,41-50,40M-50M,0-0.5M,0-10
S2,Cerai,78579000.0,35,3,0,1,52,0,1812000,16,0,0.3333333333333333,51-60,70M-80M,1.5M-2M,10-20
S2,Janda,67369000.0,81,4,0,1,53,1,1461000,25,2,0.25,51-60,60M-70M,1M-1.5M,20-30
S1,Cerai,58401000.0,55,4,0,0,62,1,96000,6,0,0.0,61-70,50M-60M,0-0.5M,0-10
S1,Lajang,62307000.0,94,5,0,0,70,1,160000,9,0,0.0,61-70,60M-70M,0-0.5M,0-10
S2,Menikah,43641000.0,50,6,0,0,53,2,139000,10,0,0.0,51-60,40M-50M,0-0.5M,0-10
S2,Menikah,70091000.0,11,8,0,0,53,1,1161000,19,1,0.0,51-60,70M-80M,1M-1.5M,10-20
S3,Menikah,78075000.0,72,1,0,0,50,0,988000,14,0,0.0,41-50,70M-80M,0.5M-1M,10-20
D3,Janda,59184000.0,6,5,0,0,61,1,1072000,27,0,0.0,61-70,50M-60M,1M-1.5M,20-30
S1,Menikah,54809000.0,0,4,0,0,45,2,174000,12,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Menikah,58113000.0,66,7,1,0,63,1,758000,22,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S2,Menikah,51412000.0,42,4,0,0,64,1,195000,11,0,0.0,61-70,50M-60M,0-0.5M,10-20
S2,Bertunangan,66636000.0,64,1,0,0,65,0,1084000,17,0,0.0,61-70,60M-70M,1M-1.5M,10-20
S2,Menikah,50965000.0,87,8,0,0,66,1,685000,22,1,0.0,61-70,50M-60M,0.5M-1M,20-30
S1,Menikah,18351000.0,1,7,0,0,32,0,43000,6,0,0.0,31-40,10M-20M,0-0.5M,0-10
S3,Bertunangan,40451000.0,54,5,0,0,65,2,49000,5,1,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Bertunangan,36317000.0,53,7,0,0,57,1,133000,9,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Bertunangan,42213000.0,96,7,0,0,65,1,363000,15,1,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Bertunangan,65748000.0,58,1,1,0,67,1,545000,18,0,0.0,61-70,60M-70M,0.5M-1M,10-20
S1,Bertunangan,77044000.0,12,4,0,0,50,1,1065000,31,1,0.0,41-50,70M-80M,1M-1.5M,30-40
S1,Bertunangan,74918000.0,78,3,0,0,53,0,2047000,21,1,0.0,51-60,70M-80M,2M-2.5M,20-30
S1,Menikah,56721000.0,64,6,0,0,50,2,296000,15,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Lajang,42160000.0,26,6,0,1,47,2,140000,11,0,0.16666666666666666,41-50,40M-50M,0-0.5M,10-20
S1,Lajang,61559000.0,8,3,0,0,57,1,530000,17,0,0.0,51-60,60M-70M,0.5M-1M,10-20
S3,Bertunangan,33629000.0,49,9,0,0,59,2,152000,13,0,0.0,51-60,30M-40M,0-0.5M,10-20
S1,Lajang,34377000.0,55,7,0,0,59,1,114000,8,0,0.0,51-60,30M-40M,0-0.5M,0-10
